millet , milk , 3 , 2 , 3
pie , paper , 3 , 2 , 3
pie , diet , 2 , 1 , 3
pate , piece , 3 , 1 , 3
pate , paper , 2 , 1 , 3
papaya , paper , 3 , 1 , 3
beef , diet , 3 , 0 , 3
whey , diet , 3 , 0 , 3
water , paper , 2 , 0 , 3
sauce , piece , 3 , 0 , 3
fat , diet , 3 , 1 , 3
tea , diet , 3 , 1 , 3
goat , diet , 3 , 0 , 3
spices , piece , 3 , 1 , 3
duck , diet , 3 , 0 , 3
pasta , paper , 3 , 0 , 3
cake , paper , 3 , 1 , 3
oats , it's , 3 , 0 , 3
figs , it's , 3 , 0 , 3
nuts , it's , 3 , 0 , 3
udi's , it's , 3 , 1 , 3
gums , it's , 3 , 0 , 3
peas , it's , 3 , 0 , 3
jams , it's , 3 , 0 , 3
limes , it's , 3 , 1 , 3
dates , it's , 3 , 1 , 3
stew , it's , 3 , 0 , 3
van's , it's , 3 , 1 , 3
tea , it's , 3 , 1 , 3
eggs , it's , 3 , 0 , 3
miso , *sis: , 3 , 1 , 3
fish , *sis: , 3 , 1 , 3
kfc , zzz , 3 , 0 , 3
ham , zzz , 3 , 0 , 3
pizza , zzz , 3 , 2 , 3
emu , zzz , 3 , 0 , 3
egg , zzz , 3 , 0 , 3
yam , zzz , 3 , 0 , 3
dip , zzz , 3 , 0 , 3
oil , zzz , 3 , 0 , 3
pie , zzz , 3 , 0 , 3
elk , zzz , 3 , 0 , 3
poi , zzz , 3 , 0 , 3
fat , zzz , 3 , 0 , 3
tea , zzz , 3 , 0 , 3
owl , zzz , 3 , 0 , 3
chili , *chi: , 3 , 0 , 3
schar , *chi: , 3 , 0 , 3
schiff , *chi: , 3 , 1 , 3
jams , *jak: , 3 , 1 , 3
shake , *jak: , 3 , 0 , 3
cake , *jak: , 3 , 1 , 3
chili , *chi: , 3 , 0 , 3
schar , *chi: , 3 , 0 , 3
schiff , *chi: , 3 , 1 , 3
jams , *jak: , 3 , 1 , 3
shake , *jak: , 3 , 0 , 3
cake , *jak: , 3 , 1 , 3
dressing , dressing , 0 , 0 , 3
kfc , [>] , 3 , 0 , 3
ham , [>] , 3 , 0 , 3
emu , [>] , 3 , 0 , 3
egg , [>] , 3 , 0 , 3
yam , [>] , 3 , 0 , 3
dip , [>] , 3 , 0 , 3
oil , [>] , 3 , 0 , 3
pie , [>] , 3 , 0 , 3
elk , [>] , 3 , 0 , 3
poi , [>] , 3 , 0 , 3
fat , [>] , 3 , 0 , 3
tea , [>] , 3 , 0 , 3
owl , [>] , 3 , 0 , 3
jute , just> , 2 , 1 , 3
nuts , just> , 3 , 1 , 3
celtuce , lettuce , 2 , 0 , 3
juice , just> , 3 , 0 , 3
austin , just> , 3 , 1 , 3
lettuce , lettuce , 0 , 0 , 3
mush , just> , 3 , 1 , 3
pasta , just> , 3 , 0 , 3
ham , yeah , 3 , 1 , 3
veal , yeah , 2 , 0 , 3
cream , yeah , 3 , 1 , 3
pears , yeah , 3 , 1 , 3
bread , yeah , 3 , 1 , 3
emu , yeah , 3 , 1 , 3
wheat , yeah , 3 , 1 , 3
peas , yeah , 2 , 0 , 3
egg , yeah , 3 , 1 , 3
yam , yeah , 2 , 1 , 3
seal , yeah , 2 , 0 , 3
teff , yeah , 3 , 0 , 3
fish , yeah , 3 , 0 , 3
beans , yeah , 3 , 1 , 3
bear , yeah , 2 , 0 , 3
mush , yeah , 3 , 0 , 3
beef , yeah , 3 , 0 , 3
elk , yeah , 3 , 1 , 3
fat , yeah , 3 , 1 , 3
tea , yeah , 2 , 1 , 3
yokan , yeah , 3 , 1 , 3
flan , yeah , 3 , 0 , 3
goat , yeah , 3 , 0 , 3
kfc , [>] , 3 , 0 , 3
ham , [>] , 3 , 0 , 3
papad , salad> , 3 , 1 , 3
salt , salad> , 3 , 2 , 3
emu , [>] , 3 , 0 , 3
egg , [>] , 3 , 0 , 3
yam , [>] , 3 , 0 , 3
dip , [>] , 3 , 0 , 3
oil , [>] , 3 , 0 , 3
salmon , salad> , 3 , 0 , 3
salami , salad> , 2 , 0 , 3
pie , [>] , 3 , 0 , 3
elk , [>] , 3 , 0 , 3
poi , [>] , 3 , 0 , 3
fat , [>] , 3 , 0 , 3
tea , [>] , 3 , 0 , 3
owl , [>] , 3 , 0 , 3
kfc , [<] , 3 , 0 , 3
ham , [<] , 3 , 0 , 3
emu , [<] , 3 , 0 , 3
egg , [<] , 3 , 0 , 3
yam , [<] , 3 , 0 , 3
dip , [<] , 3 , 0 , 3
oil , [<] , 3 , 0 , 3
pie , [<] , 3 , 0 , 3
elk , [<] , 3 , 0 , 3
poi , [<] , 3 , 0 , 3
fat , [<] , 3 , 0 , 3
tea , [<] , 3 , 0 , 3
owl , [<] , 3 , 0 , 3
papad , salad , 2 , 0 , 3
salt , salad , 2 , 1 , 3
bread , salad , 3 , 0 , 3
kale , salad , 3 , 1 , 3
jams , *jak: , 3 , 1 , 3
sugar , salad , 3 , 0 , 3
shake , *jak: , 3 , 0 , 3
squab , salad , 3 , 0 , 3
seal , salad , 3 , 1 , 3
salmon , salad , 3 , 1 , 3
lard , salad , 3 , 1 , 3
salami , salad , 2 , 1 , 3
schar , salad , 3 , 0 , 3
sauce , salad , 3 , 0 , 3
flan , salad , 3 , 1 , 3
cake , *jak: , 3 , 1 , 3
kfc , sit , 3 , 0 , 3
oats , sit , 3 , 1 , 3
ham , sit , 3 , 0 , 3
smelt , sit , 3 , 2 , 3
salt , sit , 2 , 1 , 3
jute , sit , 3 , 1 , 3
figs , sit , 3 , 1 , 3
rice , sit , 3 , 1 , 3
nuts , sit , 3 , 1 , 3
emu , sit , 3 , 0 , 3
egg , sit , 3 , 0 , 3
miso , sit , 3 , 1 , 3
yam , sit , 3 , 0 , 3
basil , sit , 3 , 2 , 3
milk , sit , 3 , 1 , 3
dip , sit , 2 , 0 , 3
soup , sit , 3 , 1 , 3
seal , sit , 3 , 1 , 3
oil , sit , 2 , 0 , 3
fish , sit , 3 , 1 , 3
stew , sit , 3 , 1 , 3
spelt , sit , 3 , 2 , 3
pie , sit , 2 , 0 , 3
pate , sit , 3 , 1 , 3
elk , sit , 3 , 0 , 3
poi , sit , 3 , 0 , 3
fat , sit , 2 , 0 , 3
tea , sit , 3 , 0 , 3
goat , sit , 3 , 1 , 3
owl , sit , 3 , 0 , 3
papad , salad , 2 , 0 , 3
salt , salad , 2 , 1 , 3
bread , salad , 3 , 0 , 3
kale , salad , 3 , 1 , 3
jams , *jak: , 3 , 1 , 3
sugar , salad , 3 , 0 , 3
shake , *jak: , 3 , 0 , 3
squab , salad , 3 , 0 , 3
seal , salad , 3 , 1 , 3
salmon , salad , 3 , 1 , 3
lard , salad , 3 , 1 , 3
salami , salad , 2 , 1 , 3
schar , salad , 3 , 0 , 3
sauce , salad , 3 , 0 , 3
flan , salad , 3 , 1 , 3
tomatoes , (to)matoes , 2 , 2 , 3
cake , *jak: , 3 , 1 , 3
kfc , [>] , 3 , 0 , 3
ham , [>] , 3 , 0 , 3
emu , [>] , 3 , 0 , 3
egg , [>] , 3 , 0 , 3
yam , [>] , 3 , 0 , 3
dip , [>] , 3 , 0 , 3
oil , [>] , 3 , 0 , 3
pie , [>] , 3 , 0 , 3
elk , [>] , 3 , 0 , 3
poi , [>] , 3 , 0 , 3
fat , [>] , 3 , 0 , 3
tea , [>] , 3 , 0 , 3
owl , [>] , 3 , 0 , 3
kfc , [<] , 3 , 0 , 3
ham , [<] , 3 , 0 , 3
emu , [<] , 3 , 0 , 3
egg , [<] , 3 , 0 , 3
yam , [<] , 3 , 0 , 3
dip , [<] , 3 , 0 , 3
oil , [<] , 3 , 0 , 3
pie , [<] , 3 , 0 , 3
elk , [<] , 3 , 0 , 3
poi , [<] , 3 , 0 , 3
fat , [<] , 3 , 0 , 3
tea , [<] , 3 , 0 , 3
owl , [<] , 3 , 0 , 3
kfc , xxx , 3 , 0 , 3
ham , xxx , 3 , 0 , 3
emu , xxx , 3 , 0 , 3
egg , xxx , 3 , 0 , 3
yam , xxx , 3 , 0 , 3
dip , xxx , 3 , 0 , 3
oil , xxx , 3 , 0 , 3
pie , xxx , 3 , 0 , 3
elk , xxx , 3 , 0 , 3
poi , xxx , 3 , 0 , 3
fat , xxx , 3 , 0 , 3
tea , xxx , 3 , 0 , 3
owl , xxx , 3 , 0 , 3
celtuce , lettuce , 2 , 0 , 3
celtuce , lettuce , 2 , 0 , 3
lettuce , lettuce , 0 , 0 , 3
lettuce , lettuce , 0 , 0 , 3
okra , sorry , 3 , 1 , 3
gourd , sorry , 3 , 0 , 3
honey , sorry , 3 , 0 , 3
murray , sorry , 3 , 1 , 3
soup , sorry , 3 , 1 , 3
corn , sorry , 3 , 1 , 3
pork , sorry , 3 , 1 , 3
syrup , sorry , 3 , 0 , 3
celtuce , lettuce , 2 , 0 , 3
jams , *jak: , 3 , 1 , 3
lettuce , lettuce , 0 , 0 , 3
shake , *jak: , 3 , 0 , 3
cake , *jak: , 3 , 1 , 3
kfc , okay , 3 , 1 , 3
oats , okay , 3 , 0 , 3
ham , okay , 3 , 1 , 3
okra , okay , 2 , 0 , 3
wocas , okay , 3 , 1 , 3
veal , okay , 3 , 0 , 3
okara , okay , 2 , 1 , 3
gravy , okay , 3 , 1 , 3
kale , okay , 3 , 0 , 3
peas , okay , 3 , 0 , 3
yam , okay , 3 , 1 , 3
honey , okay , 3 , 1 , 3
seal , okay , 3 , 0 , 3
oil , okay , 3 , 1 , 3
bear , okay , 3 , 0 , 3
rowal , okay , 3 , 1 , 3
whey , okay , 3 , 0 , 3
fat , okay , 3 , 1 , 3
tea , okay , 3 , 1 , 3
yokan , okay , 2 , 1 , 3
flan , okay , 3 , 0 , 3
goat , okay , 3 , 0 , 3
owl , okay , 3 , 1 , 3
kfc , okay , 3 , 1 , 3
oats , okay , 3 , 0 , 3
ham , okay , 3 , 1 , 3
okra , okay , 2 , 0 , 3
wocas , okay , 3 , 1 , 3
veal , okay , 3 , 0 , 3
okara , okay , 2 , 1 , 3
gravy , okay , 3 , 1 , 3
kale , okay , 3 , 0 , 3
peas , okay , 3 , 0 , 3
yam , okay , 3 , 1 , 3
honey , okay , 3 , 1 , 3
seal , okay , 3 , 0 , 3
oil , okay , 3 , 1 , 3
bear , okay , 3 , 0 , 3
rowal , okay , 3 , 1 , 3
whey , okay , 3 , 0 , 3
fat , okay , 3 , 1 , 3
tea , okay , 3 , 1 , 3
yokan , okay , 2 , 1 , 3
flan , okay , 3 , 0 , 3
goat , okay , 3 , 0 , 3
owl , okay , 3 , 1 , 3
celtuce , lettuce , 2 , 0 , 3
lettuce , lettuce , 0 , 0 , 3
kfc , zzz , 3 , 0 , 3
ham , zzz , 3 , 0 , 3
pizza , zzz , 3 , 2 , 3
emu , zzz , 3 , 0 , 3
egg , zzz , 3 , 0 , 3
yam , zzz , 3 , 0 , 3
dip , zzz , 3 , 0 , 3
oil , zzz , 3 , 0 , 3
pie , zzz , 3 , 0 , 3
elk , zzz , 3 , 0 , 3
poi , zzz , 3 , 0 , 3
fat , zzz , 3 , 0 , 3
tea , zzz , 3 , 0 , 3
owl , zzz , 3 , 0 , 3
pimento , plenty , 3 , 1 , 3
kfc , (.) , 3 , 0 , 3
ham , (.) , 3 , 0 , 3
emu , (.) , 3 , 0 , 3
egg , (.) , 3 , 0 , 3
yam , (.) , 3 , 0 , 3
jams , *jak: , 3 , 1 , 3
dip , (.) , 3 , 0 , 3
shake , *jak: , 3 , 0 , 3
oil , (.) , 3 , 0 , 3
pie , (.) , 3 , 0 , 3
elk , (.) , 3 , 0 , 3
poi , (.) , 3 , 0 , 3
fat , (.) , 3 , 0 , 3
tea , (.) , 3 , 0 , 3
owl , (.) , 3 , 0 , 3
cake , *jak: , 3 , 1 , 3
bacon , cow , 3 , 2 , 3
kfc , cow , 3 , 0 , 3
chili , *chi: , 3 , 0 , 3
ham , cow , 3 , 0 , 3
dove , cow , 3 , 1 , 3
dock , cow , 3 , 1 , 3
emu , cow , 3 , 0 , 3
egg , cow , 3 , 0 , 3
tofu , cow , 3 , 1 , 3
yam , cow , 3 , 0 , 3
dip , cow , 3 , 0 , 3
soup , cow , 3 , 1 , 3
oil , cow , 3 , 0 , 3
stew , cow , 3 , 1 , 3
schar , *chi: , 3 , 0 , 3
pie , cow , 3 , 0 , 3
rowal , cow , 3 , 2 , 3
elk , cow , 3 , 0 , 3
corn , cow , 2 , 1 , 3
pork , cow , 3 , 1 , 3
poi , cow , 2 , 0 , 3
schiff , *chi: , 3 , 1 , 3
fat , cow , 3 , 0 , 3
tea , cow , 3 , 0 , 3
goat , cow , 3 , 1 , 3
cocoa , cow , 3 , 2 , 3
owl , cow , 2 , 0 , 3
cake , cow , 3 , 1 , 3
oats , that's , 3 , 2 , 3
smelt , sweet , 2 , 0 , 3
salt , sweet , 3 , 1 , 3
sherbet , sweet , 3 , 2 , 3
rice , spicy , 3 , 1 , 3
snack , spicy , 3 , 0 , 3
wheat , sweet , 3 , 0 , 3
juice , spicy , 3 , 0 , 3
pace , spicy , 3 , 1 , 3
seeds , sweet , 3 , 0 , 3
spinach , spicy , 3 , 2 , 3
seal , sweet , 3 , 1 , 3
dates , that's , 3 , 1 , 3
stew , sweet , 3 , 1 , 3
spelt , sweet , 2 , 0 , 3
spelt , spicy , 3 , 0 , 3
beets , sweet , 3 , 0 , 3
pie , spicy , 3 , 2 , 3
beef , sweet , 3 , 1 , 3
whey , sweet , 3 , 1 , 3
seaweed , sweet , 3 , 2 , 3
sauce , spicy , 3 , 0 , 3
van's , that's , 3 , 1 , 3
spices , spicy , 2 , 1 , 3
kfc , yes , 3 , 0 , 3
oats , yes , 3 , 1 , 3
ham , yes , 3 , 0 , 3
veal , yes , 3 , 1 , 3
pears , yes , 3 , 2 , 3
figs , yes , 3 , 1 , 3
rice , spicy , 3 , 1 , 3
nuts , yes , 3 , 1 , 3
emu , yes , 3 , 0 , 3
snack , spicy , 3 , 0 , 3
gums , yes , 3 , 1 , 3
peas , yes , 2 , 1 , 3
egg , yes , 3 , 0 , 3
miso , yes , 3 , 1 , 3
juice , spicy , 3 , 0 , 3
pace , spicy , 3 , 1 , 3
leeks , yes , 3 , 2 , 3
seeds , yes , 3 , 2 , 3
yam , yes , 2 , 0 , 3
jams , *jak: , 3 , 1 , 3
jams , yes , 3 , 1 , 3
spinach , spicy , 3 , 2 , 3
limes , yes , 3 , 2 , 3
dip , yes , 3 , 0 , 3
shake , *jak: , 3 , 0 , 3
seal , yes , 3 , 1 , 3
dates , yes , 3 , 2 , 3
oil , yes , 3 , 0 , 3
teff , yes , 3 , 1 , 3
fish , yes , 3 , 1 , 3
stew , yes , 3 , 1 , 3
beans , yes , 3 , 2 , 3
spelt , spicy , 3 , 0 , 3
beets , yes , 3 , 2 , 3
bear , yes , 3 , 1 , 3
pie , spicy , 3 , 2 , 3
pie , yes , 3 , 0 , 3
mush , yes , 3 , 1 , 3
beef , yes , 3 , 1 , 3
elk , yes , 3 , 0 , 3
whey , yes , 3 , 1 , 3
poi , yes , 3 , 0 , 3
sauce , spicy , 3 , 0 , 3
cress , yes , 3 , 2 , 3
fat , yes , 3 , 0 , 3
tea , yes , 2 , 0 , 3
eggs , yes , 3 , 1 , 3
spices , spicy , 2 , 1 , 3
spices , spicy yes , 3 , 3 , 3
owl , yes , 3 , 0 , 3
cake , *jak: , 3 , 1 , 3
rice , spicy , 3 , 1 , 3
snack , spicy , 3 , 0 , 3
juice , spicy , 3 , 0 , 3
pace , spicy , 3 , 1 , 3
tofu , tongue , 3 , 2 , 3
jams , *jak: , 3 , 1 , 3
spinach , spicy , 3 , 2 , 3
shake , *jak: , 3 , 0 , 3
spelt , spicy , 3 , 0 , 3
pie , spicy , 3 , 2 , 3
sauce , spicy , 3 , 0 , 3
spices , spicy , 2 , 1 , 3
cake , *jak: , 3 , 1 , 3
kfc , bit , 3 , 0 , 3
oats , bit , 3 , 1 , 3
ham , bit , 3 , 0 , 3
salt , bit , 3 , 1 , 3
jute , bit , 3 , 1 , 3
figs , bit , 3 , 1 , 3
rice , bit , 3 , 1 , 3
nuts , bit , 3 , 1 , 3
emu , bit , 3 , 0 , 3
egg , bit , 3 , 0 , 3
miso , bit , 3 , 1 , 3
yam , bit , 3 , 0 , 3
basil , bit , 3 , 2 , 3
milk , bit , 3 , 1 , 3
dip , bit , 2 , 0 , 3
oil , bit , 2 , 0 , 3
fish , bit , 3 , 1 , 3
beets , bit , 3 , 2 , 3
bear , bit , 3 , 1 , 3
pie , bit , 2 , 0 , 3
pate , bit , 3 , 1 , 3
beef , bit , 3 , 1 , 3
elk , bit , 3 , 0 , 3
bison , bit , 3 , 2 , 3
poi , bit , 3 , 0 , 3
fat , bit , 2 , 0 , 3
tea , bit , 3 , 0 , 3
goat , bit , 3 , 1 , 3
owl , bit , 3 , 0 , 3
rice , spicy , 3 , 1 , 3
snack , spicy , 3 , 0 , 3
juice , spicy , 3 , 0 , 3
pace , spicy , 3 , 1 , 3
jams , *jak: , 3 , 1 , 3
spinach , spicy , 3 , 2 , 3
shake , *jak: , 3 , 0 , 3
spelt , spicy , 3 , 0 , 3
pie , spicy , 3 , 2 , 3
sauce , spicy , 3 , 0 , 3
spices , spicy , 2 , 1 , 3
cake , *jak: , 3 , 1 , 3
pepeao , paper , 3 , 1 , 3
millet , diet , 3 , 2 , 3
grapes , paper , 3 , 1 , 3
oats , part , 3 , 0 , 3
ham , part , 3 , 1 , 3
okra , part , 3 , 0 , 3
smelt , diet , 3 , 1 , 3
papad , part , 3 , 1 , 3
papad , paper , 2 , 0 , 3
dove , diet , 3 , 0 , 3
salt , part , 2 , 0 , 3
salt , diet , 3 , 0 , 3
pears , part , 2 , 1 , 3
figs , diet , 3 , 0 , 3
taro , part , 2 , 0 , 3
rice , diet , 3 , 0 , 3
dock , diet , 3 , 0 , 3
okara , part , 3 , 1 , 3
capers , paper , 2 , 1 , 3
kale , part , 3 , 0 , 3
kale , paper , 3 , 1 , 3
udi's , diet , 3 , 1 , 3
wheat , diet , 3 , 1 , 3
peas , part , 3 , 0 , 3
miso , diet , 3 , 0 , 3
miso , *sis: , 3 , 1 , 3
pace , part , 2 , 0 , 3
pace , paper , 2 , 1 , 3
yam , part , 3 , 1 , 3
jams , part , 3 , 0 , 3
milk , diet , 3 , 0 , 3
limes , diet , 3 , 1 , 3
dip , diet , 2 , 1 , 3
pastry , part , 3 , 2 , 3
pastry , paper , 3 , 1 , 3
dates , paper , 3 , 0 , 3
dates , diet , 3 , 1 , 3
oil , diet , 3 , 1 , 3
fish , diet , 3 , 0 , 3
fish , *sis: , 3 , 1 , 3
chard , part , 3 , 1 , 3
peppers , paper , 3 , 2 , 3
stew , diet , 3 , 0 , 3
lard , part , 2 , 0 , 3
lamb , part , 3 , 0 , 3
spelt , part , 3 , 1 , 3
spelt , diet , 3 , 1 , 3
natto , part , 3 , 1 , 3
beets , diet , 3 , 1 , 3
bear , part , 3 , 0 , 3
pepper , paper , 2 , 1 , 3
pie , part , 3 , 1 , 3
pie , paper , 3 , 2 , 3
pie , diet , 2 , 1 , 3
kraft , part , 3 , 1 , 3
pate , part , 2 , 0 , 3
pate , paper , 2 , 1 , 3
papaya , paper , 3 , 1 , 3
beef , diet , 3 , 0 , 3
corn , part , 3 , 0 , 3
whey , diet , 3 , 0 , 3
pork , part , 2 , 0 , 3
water , paper , 2 , 0 , 3
poi , part , 3 , 1 , 3
fat , part , 2 , 1 , 3
fat , diet , 3 , 1 , 3
tea , diet , 3 , 1 , 3
goat , part , 3 , 0 , 3
goat , diet , 3 , 0 , 3
duck , diet , 3 , 0 , 3
carrot , part , 3 , 2 , 3
pasta , part , 2 , 1 , 3
pasta , paper , 3 , 0 , 3
cake , part , 3 , 0 , 3
cake , paper , 3 , 1 , 3
kfc , xxx , 3 , 0 , 3
ham , xxx , 3 , 0 , 3
emu , xxx , 3 , 0 , 3
egg , xxx , 3 , 0 , 3
yam , xxx , 3 , 0 , 3
dip , xxx , 3 , 0 , 3
oil , xxx , 3 , 0 , 3
pie , xxx , 3 , 0 , 3
elk , xxx , 3 , 0 , 3
poi , xxx , 3 , 0 , 3
fat , xxx , 3 , 0 , 3
tea , xxx , 3 , 0 , 3
owl , xxx , 3 , 0 , 3
kfc , xxx , 3 , 0 , 3
ham , xxx , 3 , 0 , 3
emu , xxx , 3 , 0 , 3
egg , xxx , 3 , 0 , 3
yam , xxx , 3 , 0 , 3
dip , xxx , 3 , 0 , 3
oil , xxx , 3 , 0 , 3
pie , xxx , 3 , 0 , 3
elk , xxx , 3 , 0 , 3
poi , xxx , 3 , 0 , 3
fat , xxx , 3 , 0 , 3
tea , xxx , 3 , 0 , 3
owl , xxx , 3 , 0 , 3
kfc , end , 3 , 0 , 3
ham , yeah , 3 , 1 , 3
ham , end , 3 , 0 , 3
papad , salad , 2 , 0 , 3
salt , salad , 2 , 1 , 3
veal , yeah , 2 , 0 , 3
veal , end , 3 , 1 , 3
endive , end , 3 , 3 , 3
cream , yeah , 3 , 1 , 3
pears , yeah , 3 , 1 , 3
rice , piece , 2 , 1 , 3
rice , drink , 3 , 1 , 3
nance , piece , 3 , 0 , 3
nance , lunch , 3 , 0 , 3
dock , drink , 3 , 1 , 3
pizza , piece , 3 , 0 , 3
bread , yeah , 3 , 1 , 3
bread , end , 3 , 2 , 3
bread , salad , 3 , 0 , 3
emu , yeah , 3 , 1 , 3
emu , end , 2 , 0 , 3
kale , salad , 3 , 1 , 3
wheat , yeah , 3 , 1 , 3
peas , yeah , 2 , 0 , 3
peas , piece , 3 , 1 , 3
peas , end , 3 , 1 , 3
egg , yeah , 3 , 1 , 3
egg , end , 2 , 0 , 3
juice , piece , 3 , 0 , 3
juice , lunch , 3 , 0 , 3
pace , piece , 2 , 1 , 3
seeds , end , 3 , 2 , 3
yam , yeah , 2 , 1 , 3
yam , end , 3 , 0 , 3
fungi , lunch , 3 , 0 , 3
sugar , salad , 3 , 0 , 3
milk , drink , 3 , 1 , 3
dip , drink , 3 , 2 , 3
dip , end , 3 , 0 , 3
squab , salad , 3 , 0 , 3
seal , yeah , 2 , 0 , 3
seal , end , 3 , 1 , 3
seal , salad , 3 , 1 , 3
oil , end , 3 , 0 , 3
teff , yeah , 3 , 0 , 3
teff , end , 3 , 1 , 3
fish , yeah , 3 , 0 , 3
salmon , salad , 3 , 1 , 3
lard , end , 3 , 1 , 3
lard , salad , 3 , 1 , 3
beans , yeah , 3 , 1 , 3
beans , end , 3 , 2 , 3
salami , salad , 2 , 1 , 3
bear , yeah , 2 , 0 , 3
bear , end , 3 , 1 , 3
schar , salad , 3 , 0 , 3
pie , piece , 2 , 2 , 3
pie , end , 3 , 0 , 3
pate , piece , 3 , 1 , 3
mush , yeah , 3 , 0 , 3
mush , lunch , 3 , 1 , 3
beef , yeah , 3 , 0 , 3
beef , end , 3 , 1 , 3
elk , yeah , 3 , 1 , 3
elk , end , 2 , 0 , 3
poi , end , 3 , 0 , 3
sauce , piece , 3 , 0 , 3
sauce , salad , 3 , 0 , 3
fat , yeah , 3 , 1 , 3
fat , end , 3 , 0 , 3
tea , yeah , 2 , 1 , 3
tea , end , 3 , 0 , 3
yokan , yeah , 3 , 1 , 3
flan , yeah , 3 , 0 , 3
flan , salad , 3 , 1 , 3
durian , drink , 3 , 1 , 3
goat , yeah , 3 , 0 , 3
heinz , drink , 3 , 0 , 3
heinz , end , 3 , 2 , 3
eggs , end , 3 , 1 , 3
spices , piece , 3 , 1 , 3
duck , lunch , 3 , 1 , 3
duck , drink , 3 , 1 , 3
owl , end , 3 , 0 , 3
spinach , stomach , 3 , 0 , 3
miso , *sis: , 3 , 1 , 3
fish , *sis: , 3 , 1 , 3
endive , inside , 3 , 0 , 3
endive , inside , 3 , 0 , 3
chili , *chi: , 3 , 0 , 3
schar , *chi: , 3 , 0 , 3
schiff , *chi: , 3 , 1 , 3
jams , *jak: , 3 , 1 , 3
shake , *jak: , 3 , 0 , 3
cake , *jak: , 3 , 1 , 3
kfc , yes , 3 , 0 , 3
oats , yes , 3 , 1 , 3
ham , yes , 3 , 0 , 3
veal , yes , 3 , 1 , 3
pears , yes , 3 , 2 , 3
figs , yes , 3 , 1 , 3
nuts , yes , 3 , 1 , 3
emu , yes , 3 , 0 , 3
gums , yes , 3 , 1 , 3
peas , yes , 2 , 1 , 3
egg , yes , 3 , 0 , 3
miso , yes , 3 , 1 , 3
leeks , yes , 3 , 2 , 3
seeds , yes , 3 , 2 , 3
yam , yes , 2 , 0 , 3
jams , yes , 3 , 1 , 3
limes , yes , 3 , 2 , 3
dip , yes , 3 , 0 , 3
seal , yes , 3 , 1 , 3
dates , yes , 3 , 2 , 3
oil , yes , 3 , 0 , 3
teff , yes , 3 , 1 , 3
fish , yes , 3 , 1 , 3
stew , yes , 3 , 1 , 3
beans , yes , 3 , 2 , 3
beets , yes , 3 , 2 , 3
bear , yes , 3 , 1 , 3
pie , yes , 3 , 0 , 3
mush , yes , 3 , 1 , 3
beef , yes , 3 , 1 , 3
elk , yes , 3 , 0 , 3
whey , yes , 3 , 1 , 3
poi , yes , 3 , 0 , 3
cress , yes , 3 , 2 , 3
fat , yes , 3 , 0 , 3
tea , yes , 2 , 0 , 3
eggs , yes , 3 , 1 , 3
owl , yes , 3 , 0 , 3
thyme , hm: , 3 , 2 , 3
kfc , hm: , 3 , 0 , 3
ham , hm: , 2 , 0 , 3
emu , hm: , 2 , 0 , 3
gums , hm: , 3 , 1 , 3
egg , hm: , 3 , 0 , 3
yam , hm: , 3 , 0 , 3
jams , hm: , 3 , 1 , 3
dip , hm: , 3 , 0 , 3
oil , hm: , 3 , 0 , 3
lamb , hm: , 3 , 1 , 3
pie , hm: , 3 , 0 , 3
elk , hm: , 3 , 0 , 3
whey , hm: , 3 , 1 , 3
poi , hm: , 3 , 0 , 3
fat , hm: , 3 , 0 , 3
tea , hm: , 3 , 0 , 3
owl , hm: , 3 , 0 , 3
okra , (t)a , 3 , 0 , 3
jams , *jak: , 3 , 1 , 3
shake , *jak: , 3 , 0 , 3
stew , (t)a , 3 , 0 , 3
tea , (t)a , 2 , 1 , 3
cake , *jak: , 3 , 1 , 3
oats , bites , 3 , 1 , 3
bagels , bites , 3 , 1 , 3
jute , bites , 3 , 1 , 3
figs , bites , 3 , 1 , 3
rice , bites , 3 , 1 , 3
nuts , bites , 3 , 1 , 3
olives , bites , 3 , 1 , 3
cookie , couple , 3 , 0 , 3
butter , bites , 3 , 1 , 3
chives , bites , 3 , 1 , 3
limes , bites , 2 , 0 , 3
soup , couple , 3 , 2 , 3
dates , bites , 2 , 0 , 3
stew , bites , 3 , 1 , 3
beans , bites , 3 , 0 , 3
beets , bites , 3 , 0 , 3
pie , bites , 3 , 2 , 3
pate , bites , 3 , 1 , 3
beef , bites , 3 , 1 , 3
water , bites , 3 , 0 , 3
bison , bites , 3 , 0 , 3
cockles , couple , 3 , 1 , 3
tea , bites , 3 , 2 , 3
spices , bites , 3 , 1 , 3
chili , *chi: , 3 , 0 , 3
schar , *chi: , 3 , 0 , 3
schiff , *chi: , 3 , 1 , 3
chili , *chi: , 3 , 0 , 3
schar , *chi: , 3 , 0 , 3
schiff , *chi: , 3 , 1 , 3
millet , mine , 3 , 2 , 3
dove , mine , 3 , 0 , 3
mango , mine , 3 , 1 , 3
jute , mine , 3 , 0 , 3
figs , mine , 3 , 0 , 3
rice , mine , 2 , 0 , 3
nance , mine , 3 , 1 , 3
kale , mine , 3 , 0 , 3
hominy , mine , 3 , 2 , 3
miso , mine , 2 , 0 , 3
juice , mine , 3 , 1 , 3
pace , mine , 3 , 0 , 3
jams , *jak: , 3 , 1 , 3
honey , mine , 3 , 1 , 3
milk , mine , 2 , 0 , 3
limes , mine , 3 , 1 , 3
